time, number of rows, filesize (MB)
2024-02-12 19:01:32.534412, 5147409, 2348.793856
2024-02-12 19:03:33.748890, 5148145, 2349.129728
2024-02-12 19:05:33.168785, 5149000, 2349.518848
2024-02-12 19:07:31.977427, 5149853, 2349.907968
2024-02-12 19:09:34.195775, 5150693, 2350.292992
2024-02-12 19:11:32.849394, 5151533, 2350.67392
2024-02-12 19:13:33.839877, 5152256, 2351.005696
2024-02-12 19:15:32.601010, 5153107, 2351.39072
2024-02-12 19:17:33.766424, 5153961, 2351.783936
2024-02-12 19:19:32.720905, 5154810, 2352.16896
2024-02-12 19:21:33.689202, 5155655, 2352.553984
2024-02-12 19:23:35.482226, 5156375, 2352.881664
2024-02-12 19:25:33.305280, 5157096, 2353.21344
2024-02-12 19:27:34.131168, 5157906, 2353.58208
2024-02-12 19:29:33.443685, 5158716, 2353.95072
2024-02-12 19:31:33.518847, 5159530, 2354.323456
2024-02-12 19:33:34.950214, 5160249, 2354.655232
2024-02-12 19:35:33.853356, 5161085, 2355.03616
2024-02-12 19:37:34.364094, 5161904, 2355.408896
2024-02-12 19:39:34.870576, 5162723, 2355.781632
2024-02-12 19:41:32.641598, 5163546, 2356.158464
2024-02-12 19:43:34.458588, 5164266, 2356.486144
2024-02-12 19:45:33.693284, 5165098, 2356.867072
2024-02-12 19:47:35.940684, 5165928, 2357.243904
2024-02-12 19:49:35.019788, 5166638, 2357.571584
2024-02-12 19:51:32.941335, 5167464, 2357.94432
2024-02-12 19:53:34.359199, 5168173, 2358.267904
2024-02-12 19:55:34.091079, 5168998, 2358.644736
2024-02-12 19:57:33.419836, 5169806, 2359.017472
2024-02-12 19:59:34.427643, 5170604, 2359.37792
2024-02-12 20:01:34.146879, 5171402, 2359.742464
2024-02-12 20:03:34.231898, 5172086, 2360.05376
2024-02-12 20:05:35.304597, 5172883, 2360.4224
2024-02-12 20:07:35.613457, 5173685, 2360.786944
2024-02-12 20:09:34.875571, 5174492, 2361.151488
2024-02-12 20:11:34.289603, 5175298, 2361.520128
2024-02-12 20:13:36.248437, 5175988, 2361.83552
2024-02-12 20:15:35.086691, 5176789, 2362.20416
2024-02-12 20:17:34.970604, 5177599, 2362.5728
2024-02-12 20:19:35.911101, 5178389, 2362.929152
2024-02-12 20:21:34.221801, 5179178, 2363.2896
2024-02-12 20:23:35.987015, 5179841, 2363.5968
2024-02-12 20:25:35.244732, 5180593, 2363.936768
2024-02-12 20:27:36.514025, 5181313, 2364.264448
2024-02-12 20:29:35.829727, 5182028, 2364.592128
2024-02-12 20:31:36.113090, 5182743, 2364.919808
2024-02-12 20:33:34.954726, 5183255, 2365.15328
2024-02-12 20:35:36.508129, 5183964, 2365.476864
2024-02-12 20:37:36.918485, 5184671, 2365.796352
2024-02-12 20:39:37.519971, 5185371, 2366.11584
2024-02-12 20:41:34.198880, 5186062, 2366.435328
2024-02-12 20:43:37.053978, 5186642, 2366.697472
2024-02-12 20:45:35.616382, 5187312, 2367.004672
2024-02-12 20:47:36.071089, 5187977, 2367.307776
2024-02-12 20:49:36.811912, 5188630, 2367.602688
2024-02-12 20:51:37.682799, 5189286, 2367.905792
2024-02-12 20:53:34.605169, 5189834, 2368.155648
2024-02-12 20:55:39.661258, 5190464, 2368.442368
2024-02-12 20:57:33.928829, 5190998, 2368.688128
2024-02-12 20:59:37.881928, 5191609, 2368.966656
2024-02-12 21:01:37.398520, 5192225, 2369.24928
2024-02-12 21:03:37.508736, 5192761, 2369.49504
2024-02-12 21:05:37.124892, 5193390, 2369.777664
2024-02-12 21:07:37.243604, 5194026, 2370.06848
2024-02-12 21:09:37.558189, 5194643, 2370.351104
2024-02-12 21:11:38.132812, 5195249, 2370.625536
2024-02-12 21:13:38.128232, 5195771, 2370.8672
2024-02-12 21:15:38.106990, 5196377, 2371.141632
2024-02-12 21:17:40.082786, 5196986, 2371.42016
2024-02-12 21:19:38.565618, 5197502, 2371.653632
2024-02-12 21:21:39.768174, 5198107, 2371.93216
2024-02-12 21:23:39.105252, 5198613, 2372.165632
2024-02-12 21:25:39.052602, 5199198, 2372.431872
2024-02-12 21:27:38.295199, 5199779, 2372.694016
2024-02-12 21:29:36.909278, 5200357, 2372.960256
2024-02-12 21:31:39.221856, 5200934, 2373.2224
2024-02-12 21:33:38.899701, 5201434, 2373.44768
2024-02-12 21:35:39.739655, 5202034, 2373.726208
2024-02-12 21:37:40.222313, 5202632, 2373.996544
2024-02-12 21:39:38.884565, 5203221, 2374.26688
2024-02-12 21:41:39.660640, 5203796, 2374.529024
2024-02-12 21:43:39.223744, 5204295, 2374.754304
2024-02-12 21:45:38.456348, 5204886, 2375.02464
2024-02-12 21:47:40.647461, 5205481, 2375.299072
2024-02-12 21:49:38.784921, 5206077, 2375.569408
2024-02-12 21:51:40.433986, 5206672, 2375.839744
2024-02-12 21:53:40.510291, 5207166, 2376.065024
2024-02-12 21:55:39.439835, 5207729, 2376.323072
2024-02-12 21:57:40.006730, 5208295, 2376.585216
2024-02-12 21:59:39.932199, 5208848, 2376.835072
2024-02-12 22:01:40.137919, 5209395, 2377.084928
2024-02-12 22:03:40.940583, 5209894, 2377.310208
2024-02-12 22:05:38.192231, 5210475, 2377.576448
2024-02-12 22:07:39.801906, 5211056, 2377.838592
2024-02-12 22:09:40.016134, 5211629, 2378.104832
2024-02-12 22:11:39.856788, 5212196, 2378.36288
2024-02-12 22:13:42.450182, 5212676, 2378.579968
2024-02-12 22:15:41.018621, 5213152, 2378.797056
2024-02-12 22:17:41.826017, 5213712, 2379.055104
2024-02-12 22:19:40.780104, 5214266, 2379.30496
2024-02-12 22:21:39.957109, 5214826, 2379.563008
2024-02-12 22:23:41.565699, 5215302, 2379.780096
2024-02-12 22:25:39.955811, 5215842, 2380.025856
2024-02-12 22:27:42.190531, 5216380, 2380.271616
2024-02-12 22:29:40.598096, 5216920, 2380.517376
2024-02-12 22:31:41.686328, 5217467, 2380.767232
2024-02-12 22:33:42.003585, 5217933, 2380.98432
2024-02-12 22:35:40.639320, 5218482, 2381.234176
2024-02-12 22:37:41.362744, 5219035, 2381.484032
2024-02-12 22:39:41.941550, 5219579, 2381.729792
2024-02-12 22:41:41.364226, 5220127, 2381.979648
2024-02-12 22:43:41.770702, 5220522, 2382.159872
2024-02-12 22:45:42.645684, 5221070, 2382.409728
2024-02-12 22:47:41.350076, 5221612, 2382.659584
2024-02-12 22:49:42.587924, 5222158, 2382.90944
2024-02-12 22:51:42.661608, 5222704, 2383.159296
2024-02-12 22:53:42.035549, 5223166, 2383.368192
2024-02-12 22:55:40.661652, 5223692, 2383.60576
2024-02-12 22:57:42.078633, 5224202, 2383.839232
2024-02-12 22:59:39.942958, 5224710, 2384.0768
2024-02-12 23:01:42.423363, 5225226, 2384.310272
2024-02-12 23:03:42.747493, 5225681, 2384.515072
2024-02-12 23:05:39.833686, 5226217, 2384.760832
2024-02-12 23:07:40.925265, 5226751, 2385.002496
2024-02-12 23:09:44.574507, 5227217, 2385.215488
2024-02-12 23:12:02.494316, 5227763, 2385.46944
2024-02-12 23:14:01.851329, 5228235, 2385.682432
2024-02-12 23:16:08.439431, 5228693, 2385.891328
2024-02-12 23:18:07.049464, 5229147, 2386.100224
2024-02-12 23:20:07.369194, 5229675, 2386.337792
2024-02-12 23:22:04.468826, 5230208, 2386.579456
2024-02-12 23:24:04.756802, 5230664, 2386.788352
2024-02-12 23:26:07.489130, 5231196, 2387.034112
2024-02-12 23:28:07.424650, 5231717, 2387.27168
2024-02-12 23:30:06.713196, 5232225, 2387.505152
2024-02-12 23:32:04.688607, 5232716, 2387.726336
2024-02-12 23:34:06.757602, 5233157, 2387.92704
2024-02-12 23:36:07.423290, 5233668, 2388.160512
2024-02-12 23:38:06.914462, 5234172, 2388.393984
2024-02-12 23:40:06.988714, 5234673, 2388.62336
2024-02-12 23:42:06.545302, 5235170, 2388.84864
2024-02-12 23:44:05.948274, 5235596, 2389.041152
2024-02-12 23:46:08.878592, 5236087, 2389.266432
2024-02-12 23:48:07.588182, 5236507, 2389.454848
2024-02-12 23:50:06.705246, 5236992, 2389.676032
2024-02-12 23:52:06.792884, 5237464, 2389.897216
2024-02-12 23:54:03.615097, 5237863, 2390.07744
2024-02-12 23:56:06.149001, 5238318, 2390.286336
2024-02-12 23:58:09.223939, 5238755, 2390.482944
2024-02-13 00:00:07.145261, 5239126, 2390.65088
2024-02-13 00:02:06.678120, 5239546, 2390.843392
2024-02-13 00:04:04.611142, 5239921, 2391.015424
2024-02-13 00:06:07.723232, 5240362, 2391.216128
2024-02-13 00:08:09.710095, 5240799, 2391.416832
2024-02-13 00:10:07.425105, 5241164, 2391.584768
2024-02-13 00:12:05.571247, 5241575, 2391.769088
2024-02-13 00:14:04.893976, 5241905, 2391.92064
2024-02-13 00:16:06.443465, 5242276, 2392.088576
2024-02-13 00:18:09.321589, 5242653, 2392.260608
2024-02-13 00:20:07.198403, 5242974, 2392.408064
2024-02-13 00:22:08.151625, 5243350, 2392.580096
2024-02-13 00:24:07.479357, 5243668, 2392.727552
2024-02-13 00:26:06.348037, 5244030, 2392.891392
2024-02-13 00:28:05.613919, 5244357, 2393.042944
2024-02-13 00:30:09.730721, 5244660, 2393.178112
2024-02-13 00:32:06.495619, 5244911, 2393.2928
2024-02-13 00:34:09.029819, 5245162, 2393.407488
2024-02-13 00:36:08.687530, 5245414, 2393.522176
2024-02-13 00:38:06.390561, 5245685, 2393.645056
2024-02-13 00:40:07.423773, 5245936, 2393.759744
2024-02-13 00:42:08.069303, 5246169, 2393.86624
2024-02-13 00:44:06.579025, 5246355, 2393.952256
2024-02-13 00:46:06.316474, 5246560, 2394.042368
2024-02-13 00:48:08.056575, 5246763, 2394.136576
2024-02-13 00:50:10.083021, 5246966, 2394.230784
2024-02-13 00:52:06.670692, 5247135, 2394.308608
2024-02-13 00:54:08.284860, 5247283, 2394.37824
2024-02-13 00:56:09.456238, 5247435, 2394.447872
2024-02-13 00:58:07.733811, 5247551, 2394.497024
2024-02-13 01:00:06.753321, 5247679, 2394.558464
2024-02-13 01:02:06.890798, 5247813, 2394.619904
2024-02-13 01:04:07.849905, 5247915, 2394.66496
2024-02-13 01:06:06.613741, 5248034, 2394.718208
2024-02-13 01:08:07.157585, 5248153, 2394.771456
2024-02-13 01:10:07.148917, 5248266, 2394.824704
2024-02-13 01:12:09.878147, 5248369, 2394.86976
2024-02-13 01:14:08.420496, 5248439, 2394.902528
2024-02-13 01:16:08.803112, 5248534, 2394.947584
2024-02-13 01:18:08.580129, 5248622, 2394.988544
2024-02-13 01:20:08.582744, 5248713, 2395.029504
2024-02-13 01:22:08.394567, 5248804, 2395.070464
2024-02-13 01:24:04.131911, 5248887, 2395.107328
2024-02-13 01:26:09.006024, 5248980, 2395.148288
2024-02-13 01:28:09.662665, 5249052, 2395.181056
2024-02-13 01:30:10.384688, 5249122, 2395.213824
2024-02-13 01:32:09.187176, 5249182, 2395.242496
2024-02-13 01:34:10.021239, 5249242, 2395.267072
2024-02-13 01:36:09.920280, 5249311, 2395.29984
2024-02-13 01:38:09.810779, 5249374, 2395.328512
2024-02-13 01:40:11.197628, 5249437, 2395.357184
2024-02-13 01:42:09.956320, 5249491, 2395.38176
2024-02-13 01:44:08.943953, 5249551, 2395.410432
2024-02-13 01:46:08.560482, 5249621, 2395.4432
2024-02-13 01:48:09.693120, 5249691, 2395.471872
2024-02-13 01:50:10.472970, 5249755, 2395.500544
2024-02-13 01:52:10.804021, 5249816, 2395.529216
2024-02-13 01:54:09.255960, 5249856, 2395.549696
2024-02-13 01:56:10.485435, 5249912, 2395.574272
2024-02-13 01:58:09.341112, 5249967, 2395.598848
2024-02-13 02:00:10.894299, 5250016, 2395.619328
2024-02-13 02:02:16.487592, 5250079, 2395.648
2024-02-13 02:04:15.409442, 5250133, 2395.676672
2024-02-13 02:06:16.233246, 5250193, 2395.705344
2024-02-13 02:08:14.957820, 5250249, 2395.72992
2024-02-13 02:10:17.251267, 5250305, 2395.758592
2024-02-13 02:12:16.578653, 5250361, 2395.783168
2024-02-13 02:14:17.902103, 5250409, 2395.803648
2024-02-13 02:16:15.378915, 5250465, 2395.828224
2024-02-13 02:18:18.539921, 5250521, 2395.856896
2024-02-13 02:20:19.294159, 5250577, 2395.881472
2024-02-13 02:22:18.776126, 5250625, 2395.901952
2024-02-13 02:24:20.256809, 5250673, 2395.926528
2024-02-13 02:26:19.161174, 5250721, 2395.947008
2024-02-13 02:28:18.723338, 5250777, 2395.971584
2024-02-13 02:30:19.223886, 5250833, 2395.99616
2024-02-13 02:32:17.994730, 5250892, 2396.024832
2024-02-13 02:34:19.162324, 5250946, 2396.049408
2024-02-13 02:36:18.726090, 5251009, 2396.07808
2024-02-13 02:38:19.021879, 5251065, 2396.102656
2024-02-13 02:40:18.944513, 5251121, 2396.127232
2024-02-13 02:42:19.037266, 5251177, 2396.155904
2024-02-13 02:44:19.536068, 5251229, 2396.176384
2024-02-13 02:46:20.601938, 5251292, 2396.205056
2024-02-13 02:48:20.050301, 5251346, 2396.229632
2024-02-13 02:50:20.424160, 5251409, 2396.258304
2024-02-13 02:52:21.601177, 5251471, 2396.286976
2024-02-13 02:54:18.775859, 5251511, 2396.307456
2024-02-13 02:56:20.768975, 5251565, 2396.332032
2024-02-13 02:58:20.254739, 5251619, 2396.356608
2024-02-13 03:00:19.003099, 5251675, 2396.381184
2024-02-13 03:02:20.237034, 5251735, 2396.409856
2024-02-13 03:04:19.739621, 5251775, 2396.42624
2024-02-13 03:06:21.191604, 5251831, 2396.450816
2024-02-13 03:08:20.740674, 5251887, 2396.475392
2024-02-13 03:10:19.993383, 5251940, 2396.499968
2024-02-13 03:12:21.316341, 5251989, 2396.524544
2024-02-13 03:14:21.425013, 5252024, 2396.540928
2024-02-13 03:16:21.753251, 5252073, 2396.561408
2024-02-13 03:18:21.757135, 5252118, 2396.581888
2024-02-13 03:20:22.152700, 5252167, 2396.606464
2024-02-13 03:22:22.418890, 5252216, 2396.626944
2024-02-13 03:24:22.582866, 5252258, 2396.647424
2024-02-13 03:26:22.927433, 5252307, 2396.667904
2024-02-13 03:28:21.798861, 5252356, 2396.69248
2024-02-13 03:30:21.104752, 5252405, 2396.71296
2024-02-13 03:32:22.456527, 5252452, 2396.73344
2024-02-13 03:34:22.147691, 5252488, 2396.749824
2024-02-13 03:36:23.415514, 5252530, 2396.770304
2024-02-13 03:38:26.261830, 5252572, 2396.790784
2024-02-13 03:40:23.831970, 5252608, 2396.807168
2024-02-13 03:42:25.237869, 5252651, 2396.823552
2024-02-13 03:44:23.347789, 5252686, 2396.839936
2024-02-13 03:46:23.389403, 5252738, 2396.864512
2024-02-13 03:48:24.472018, 5252794, 2396.889088
2024-02-13 03:50:24.142887, 5252850, 2396.913664
2024-02-13 03:52:24.650761, 5252899, 2396.93824
2024-02-13 03:54:23.900338, 5252934, 2396.954624
2024-02-13 03:56:24.473771, 5252976, 2396.971008
2024-02-13 03:58:24.619282, 5253018, 2396.991488
2024-02-13 04:00:26.014020, 5253067, 2397.016064
2024-02-13 04:02:23.943943, 5253112, 2397.036544
2024-02-13 04:04:24.727781, 5253152, 2397.052928
2024-02-13 04:06:24.168970, 5253208, 2397.077504
2024-02-13 04:08:24.316245, 5253264, 2397.10208
2024-02-13 04:10:24.609724, 5253320, 2397.130752
2024-02-13 04:12:24.033056, 5253369, 2397.155328
2024-02-13 04:14:23.852393, 5253411, 2397.175808
2024-02-13 04:16:24.255214, 5253453, 2397.196288
2024-02-13 04:18:25.266736, 5253495, 2397.212672
2024-02-13 04:20:25.534992, 5253544, 2397.237248
2024-02-13 04:22:26.678332, 5253593, 2397.257728
2024-02-13 04:24:24.841311, 5253628, 2397.274112
2024-02-13 04:26:26.051842, 5253677, 2397.294592
2024-02-13 04:28:26.649101, 5253726, 2397.319168
2024-02-13 04:30:24.540490, 5253775, 2397.339648
2024-02-13 04:32:25.558870, 5253824, 2397.364224
2024-02-13 04:34:27.082686, 5253866, 2397.380608
2024-02-13 04:36:27.618941, 5253915, 2397.405184
2024-02-13 04:38:26.580194, 5253957, 2397.425664
2024-02-13 04:40:28.100594, 5254002, 2397.446144
2024-02-13 04:42:27.683183, 5254051, 2397.466624
2024-02-13 04:44:28.764169, 5254097, 2397.487104
2024-02-13 04:46:25.859272, 5254145, 2397.507584
2024-02-13 04:48:28.367598, 5254201, 2397.536256
2024-02-13 04:50:28.009710, 5254258, 2397.560832
2024-02-13 04:52:27.568348, 5254307, 2397.581312
2024-02-13 04:54:29.270434, 5254346, 2397.601792
2024-02-13 04:56:28.107464, 5254382, 2397.618176
2024-02-13 04:58:27.712094, 5254424, 2397.63456
2024-02-13 05:00:28.977665, 5254469, 2397.65504
2024-02-13 05:02:29.708870, 5254531, 2397.683712
2024-02-13 05:04:29.627952, 5254581, 2397.708288
2024-02-13 05:06:30.177870, 5254655, 2397.741056
2024-02-13 05:08:28.034719, 5254732, 2397.77792
2024-02-13 05:10:29.956602, 5254805, 2397.810688
2024-02-13 05:12:28.678519, 5254875, 2397.843456
2024-02-13 05:14:28.521768, 5254944, 2397.872128
2024-02-13 05:16:30.633018, 5255032, 2397.913088
2024-02-13 05:18:28.911226, 5255127, 2397.958144
2024-02-13 05:20:31.680846, 5255236, 2398.007296
2024-02-13 05:22:30.553674, 5255338, 2398.052352
2024-02-13 05:24:30.115078, 5255444, 2398.101504
2024-02-13 05:26:30.991872, 5255578, 2398.162944
2024-02-13 05:28:29.896852, 5255726, 2398.22848
2024-02-13 05:30:30.595117, 5255894, 2398.306304
2024-02-13 05:32:29.703208, 5256072, 2398.388224
2024-02-13 05:34:31.705829, 5256238, 2398.461952
2024-02-13 05:36:30.935088, 5256443, 2398.55616
2024-02-13 05:38:31.417013, 5256646, 2398.650368
2024-02-13 05:40:32.551092, 5256855, 2398.748672
2024-02-13 05:42:31.048277, 5257044, 2398.834688
2024-02-13 05:44:30.775073, 5257242, 2398.9248
2024-02-13 05:46:29.570520, 5257499, 2399.039488
2024-02-13 05:48:32.081929, 5257769, 2399.162368
2024-02-13 05:50:31.985311, 5258058, 2399.29344
2024-02-13 05:52:32.456533, 5258386, 2399.444992
2024-02-13 05:54:31.972821, 5258691, 2399.584256
2024-02-13 05:56:32.786504, 5259056, 2399.748096
2024-02-13 05:58:33.275206, 5259476, 2399.940608
2024-02-13 06:00:32.199201, 5259957, 2400.161792
2024-02-13 06:02:34.053874, 5260518, 2400.41984
2024-02-13 06:04:33.392015, 5261030, 2400.653312
2024-02-13 06:06:30.955780, 5261653, 2400.935936
2024-02-13 06:08:33.091362, 5262312, 2401.234944
2024-02-13 06:10:32.828508, 5263021, 2401.562624
2024-02-13 06:12:32.811762, 5263799, 2401.91488
2024-02-13 06:14:34.723548, 5264499, 2402.234368
2024-02-13 06:16:36.109734, 5265379, 2402.635776
2024-02-13 06:18:36.097278, 5266191, 2403.004416
2024-02-13 06:20:33.516936, 5267026, 2403.38944
2024-02-13 06:22:32.515174, 5268015, 2403.84
2024-02-13 06:24:34.722731, 5268897, 2404.241408
2024-02-13 06:26:34.080730, 5269946, 2404.72064
2024-02-13 06:28:34.390068, 5271035, 2405.216256
2024-02-13 06:30:35.582772, 5272169, 2405.732352
2024-02-13 06:32:32.212715, 5273203, 2406.207488
2024-02-13 06:34:34.809742, 5274279, 2406.699008
2024-02-13 06:36:34.573327, 5275570, 2407.284736
2024-02-13 06:38:34.553533, 5276863, 2407.878656
2024-02-13 06:40:32.512010, 5278168, 2408.472576
2024-02-13 06:42:32.795091, 5279500, 2409.08288
2024-02-13 06:44:35.811634, 5280675, 2409.61536
2024-02-13 06:46:34.970045, 5281921, 2410.184704
2024-02-13 06:48:36.173674, 5283416, 2410.868736
2024-02-13 06:50:35.579683, 5284733, 2411.466752
2024-02-13 06:52:35.520655, 5286336, 2412.199936
2024-02-13 06:54:36.466240, 5287755, 2412.847104
2024-02-13 06:56:35.930903, 5289195, 2413.50656
2024-02-13 06:58:35.602771, 5290894, 2414.280704
2024-02-13 07:00:36.410596, 5292611, 2415.067136
2024-02-13 07:02:37.405780, 5294397, 2415.878144
2024-02-13 07:04:36.436241, 5295936, 2416.582656
2024-02-13 07:06:36.831076, 5297812, 2417.434624
2024-02-13 07:08:38.694259, 5299747, 2418.31936
2024-02-13 07:10:38.821916, 5301415, 2419.081216
2024-02-13 07:12:36.268044, 5303109, 2419.85536
2024-02-13 07:14:37.712282, 5304833, 2420.641792
2024-02-13 07:16:37.379479, 5306893, 2421.579776
2024-02-13 07:18:37.723831, 5309010, 2422.550528
2024-02-13 07:20:36.699972, 5311140, 2423.517184
2024-02-13 07:22:37.551308, 5313334, 2424.520704
2024-02-13 07:24:36.036371, 5315225, 2425.38496
2024-02-13 07:26:38.253059, 5317480, 2426.413056
2024-02-13 07:28:39.481631, 5319765, 2427.457536
2024-02-13 07:30:36.284000, 5321735, 2428.358656
2024-02-13 07:32:37.059762, 5324081, 2429.423616
2024-02-13 07:34:36.138365, 5326124, 2430.357504
2024-02-13 07:36:39.304594, 5328564, 2431.471616
2024-02-13 07:38:38.515656, 5330662, 2432.43008
2024-02-13 07:40:40.379896, 5333126, 2433.552384
2024-02-13 07:42:38.926058, 5335276, 2434.535424
2024-02-13 07:44:38.862948, 5337449, 2435.530752
2024-02-13 07:46:38.920098, 5340026, 2436.702208
2024-02-13 07:48:39.432400, 5342621, 2437.885952
2024-02-13 07:50:39.978823, 5345225, 2439.077888
2024-02-13 07:52:38.452758, 5347853, 2440.278016
2024-02-13 07:54:39.395926, 5350093, 2441.29792
2024-02-13 07:56:41.066836, 5352727, 2442.498048
2024-02-13 07:58:40.867757, 5355358, 2443.698176
2024-02-13 08:00:42.041902, 5357983, 2444.898304
2024-02-13 08:02:42.802673, 5360602, 2446.094336
2024-02-13 08:04:42.124056, 5362487, 2446.954496
2024-02-13 08:06:42.506981, 5365152, 2448.171008
2024-02-13 08:08:41.344513, 5367820, 2449.38752
2024-02-13 08:10:44.344102, 5370427, 2450.579456
2024-02-13 08:12:43.081257, 5372666, 2451.603456
2024-02-13 08:14:44.721928, 5374873, 2452.606976
2024-02-13 08:16:42.629628, 5377080, 2453.614592
2024-02-13 08:18:41.551471, 5379638, 2454.781952
2024-02-13 08:20:44.290561, 5382133, 2455.916544
2024-02-13 08:22:43.310186, 5384221, 2456.870912
2024-02-13 08:24:42.412702, 5385901, 2457.64096
2024-02-13 08:26:40.732124, 5388201, 2458.689536
2024-02-13 08:28:38.956880, 5390420, 2459.701248
2024-02-13 08:30:41.224402, 5392611, 2460.704768
2024-02-13 08:32:43.452343, 5394760, 2461.679616
2024-02-13 08:34:43.237068, 5396255, 2462.367744
2024-02-13 08:36:43.219422, 5398313, 2463.301632
2024-02-13 08:38:42.128318, 5400313, 2464.21504
2024-02-13 08:40:42.233826, 5402245, 2465.099776
2024-02-13 08:42:44.990371, 5404126, 2465.95584
2024-02-13 08:44:45.049621, 5405443, 2466.557952
2024-02-13 08:46:43.753680, 5406995, 2467.26656
2024-02-13 08:48:42.957204, 5408770, 2468.077568
2024-02-13 08:50:43.785053, 5410493, 2468.864
2024-02-13 08:52:46.565757, 5412192, 2469.638144
2024-02-13 08:54:43.911460, 5413380, 2470.178816
2024-02-13 08:56:44.650928, 5415041, 2470.940672
2024-02-13 08:58:44.469202, 5416671, 2471.682048
2024-02-13 09:00:43.142686, 5418269, 2472.415232
2024-02-13 09:02:44.007669, 5419843, 2473.127936
2024-02-13 09:04:45.006266, 5420947, 2473.63584
2024-02-13 09:06:44.177462, 5422476, 2474.33216
2024-02-13 09:08:44.686417, 5423989, 2475.020288
2024-02-13 09:10:47.007998, 5425474, 2475.700224
2024-02-13 09:12:44.811351, 5426734, 2476.273664
2024-02-13 09:14:43.487885, 5427774, 2476.752896
2024-02-13 09:16:46.524730, 5429212, 2477.40416
2024-02-13 09:18:47.379328, 5430438, 2477.965312
2024-02-13 09:20:46.486597, 5431645, 2478.518272
2024-02-13 09:22:44.589702, 5432839, 2479.058944
2024-02-13 09:24:43.774296, 5433825, 2479.5136
2024-02-13 09:26:47.458878, 5435154, 2480.119808
2024-02-13 09:28:44.376885, 5436266, 2480.623616
2024-02-13 09:30:46.043376, 5437548, 2481.21344
2024-02-13 09:32:46.096353, 5438821, 2481.790976
2024-02-13 09:34:47.352462, 5439723, 2482.200576
2024-02-13 09:36:45.895109, 5440807, 2482.700288
2024-02-13 09:38:47.286734, 5442054, 2483.265536
2024-02-13 09:40:47.722490, 5443126, 2483.75296
2024-02-13 09:42:46.358578, 5444173, 2484.236288
2024-02-13 09:44:46.700327, 5445028, 2484.625408
2024-02-13 09:46:47.394763, 5446242, 2485.178368
2024-02-13 09:48:48.455212, 5447452, 2485.731328
2024-02-13 09:50:47.886860, 5448494, 2486.206464
2024-02-13 09:52:48.957638, 5449690, 2486.751232
2024-02-13 09:54:48.707746, 5450533, 2487.136256
2024-02-13 09:56:51.075135, 5451725, 2487.681024
2024-02-13 09:58:49.810308, 5452757, 2488.152064
2024-02-13 10:00:48.487423, 5453786, 2488.623104
2024-02-13 10:02:50.451111, 5454993, 2489.171968
2024-02-13 10:04:47.754069, 5455853, 2489.565184
2024-02-13 10:06:47.460685, 5457066, 2490.118144
2024-02-13 10:08:49.823836, 5458269, 2490.667008
2024-02-13 10:10:49.494683, 5459295, 2491.133952
2024-02-13 10:12:49.327791, 5460482, 2491.67872
2024-02-13 10:14:51.089299, 5461334, 2492.06784
2024-02-13 10:16:50.047669, 5462352, 2492.530688
2024-02-13 10:18:50.952718, 5463544, 2493.075456
2024-02-13 10:20:49.503150, 5464729, 2493.616128
2024-02-13 10:22:50.973046, 5465912, 2494.152704
2024-02-13 10:24:51.394373, 5466913, 2494.611456
2024-02-13 10:26:51.019140, 5468080, 2495.143936
2024-02-13 10:28:48.550847, 5469239, 2495.676416
2024-02-13 10:30:51.629591, 5470410, 2496.208896
2024-02-13 10:32:50.750014, 5471587, 2496.745472
2024-02-13 10:34:53.266089, 5472567, 2497.196032
2024-02-13 10:36:52.655267, 5473709, 2497.716224
2024-02-13 10:38:54.873836, 5474851, 2498.23232
2024-02-13 10:40:54.264911, 5475839, 2498.686976
2024-02-13 10:42:53.341119, 5476825, 2499.137536
2024-02-13 10:44:54.989435, 5477808, 2499.584
2024-02-13 10:46:53.191983, 5478790, 2500.030464
2024-02-13 10:48:51.126153, 5479928, 2500.554752
2024-02-13 10:50:54.328041, 5481053, 2501.066752
2024-02-13 10:52:55.581952, 5482183, 2501.582848
2024-02-13 10:54:52.568253, 5482990, 2501.951488
2024-02-13 10:56:55.343115, 5484138, 2502.47168
2024-02-13 10:58:54.051698, 5485128, 2502.92224
2024-02-13 11:00:54.993715, 5486278, 2503.450624
2024-02-13 11:02:56.878191, 5487433, 2503.974912
2024-02-13 11:04:54.601603, 5488262, 2504.35584
2024-02-13 11:06:55.098029, 5489441, 2504.896512
2024-02-13 11:08:56.354900, 5490616, 2505.428992
2024-02-13 11:10:57.550885, 5491616, 2505.883648
2024-02-13 11:12:55.045889, 5492622, 2506.346496
2024-02-13 11:14:55.606165, 5493630, 2506.805248
2024-02-13 11:16:53.879129, 5494817, 2507.34592
2024-02-13 11:18:57.271155, 5495994, 2507.886592
2024-02-13 11:20:57.926319, 5497004, 2508.345344
2024-02-13 11:22:55.886896, 5498009, 2508.804096
2024-02-13 11:24:57.189584, 5498837, 2509.185024
2024-02-13 11:26:57.934338, 5499845, 2509.643776
2024-02-13 11:28:52.902281, 5500857, 2510.102528
2024-02-13 11:30:56.411143, 5502038, 2510.6432
2024-02-13 11:32:58.872575, 5503195, 2511.171584
2024-02-13 11:34:56.990016, 5504011, 2511.540224
2024-02-13 11:36:56.269175, 5505151, 2512.064512
2024-02-13 11:38:58.286792, 5506292, 2512.584704
